epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/10/2022,1,0.0,1,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,1
5/11/2022,3,0.0,4,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,4
5/12/2022,2,0.0,6,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,6
5/13/2022,0,0.0,6,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,6
5/14/2022,0,0.0,6,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,6
5/15/2022,1,0.0,7,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,7
5/16/2022,6,1.857142857,13,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,13
5/17/2022,3,2.142857143,16,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,16
5/18/2022,2,2.0,18,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,18
5/19/2022,3,2.142857143,21,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,21
5/20/2022,0,2.142857143,21,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,21
5/21/2022,1,2.285714286,22,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,22
5/22/2022,1,2.285714286,23,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,23
5/23/2022,3,1.857142857,26,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,26
5/24/2022,4,2.0,30,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,30
5/25/2022,4,2.285714286,34,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,34
5/26/2022,2,2.142857143,36,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,36
5/27/2022,4,2.714285714,40,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,40
5/28/2022,0,2.571428571,40,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,40
5/29/2022,6,3.285714286,46,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,46
5/30/2022,5,3.571428571,51,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,51
5/31/2022,6,3.857142857,57,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,57
6/1/2022,11,4.857142857,68,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,68
6/2/2022,12,6.285714286,80,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,80
6/3/2022,6,6.571428571,86,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,86
6/4/2022,4,7.142857143,90,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,90
6/5/2022,5,7.0,95,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,95
6/6/2022,22,9.428571429,117,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,117
6/7/2022,19,11.28571429,136,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,136
6/8/2022,12,11.42857143,148,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,148
6/9/2022,6,10.57142857,154,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,154
6/10/2022,22,12.85714286,176,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,176
6/11/2022,11,13.85714286,187,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,187
6/12/2022,28,17.14285714,215,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,215
6/13/2022,23,17.28571429,238,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,238
6/14/2022,26,18.28571429,264,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,264
6/15/2022,35,21.57142857,299,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,299
6/16/2022,26,24.42857143,325,Data as Reported to CDC as of 18 Jan 2023 2:00 PM EDT,325
