epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/17/2022,3,0.0,3,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,3
5/18/2022,1,0.0,4,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,4
5/19/2022,2,0.0,6,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,6
5/20/2022,2,0.0,8,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,8
5/21/2022,1,0.0,9,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,9
5/22/2022,1,0.0,10,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,10
5/23/2022,3,1.857142857,13,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,13
5/24/2022,3,1.857142857,16,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,16
5/25/2022,4,2.285714286,20,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,20
5/26/2022,2,2.285714286,22,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,22
5/27/2022,4,2.571428571,26,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,26
5/28/2022,0,2.428571429,26,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,26
5/29/2022,5,3.0,31,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,31
5/30/2022,5,3.285714286,36,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,36
5/31/2022,6,3.714285714,42,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,42
6/1/2022,6,4.0,48,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,48
6/2/2022,9,5.0,57,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,57
6/3/2022,6,5.285714286,63,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,63
6/4/2022,3,5.714285714,66,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,66
6/5/2022,5,5.714285714,71,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,71
6/6/2022,12,6.714285714,83,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,83
6/7/2022,17,8.285714286,100,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,100
6/8/2022,6,8.285714286,106,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,106
6/9/2022,4,7.571428571,110,Data as Reported to CDC as of 12 Oct 2022 2:00 PM EDT,110
