epi_date_v3,cases,7-day average,cumulative cases,asof,cumulative_sum
5/10/2022,1,0.0,1,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1
5/11/2022,5,0.0,6,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6
5/12/2022,0,0.0,6,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6
5/13/2022,0,0.0,6,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6
5/14/2022,0,0.0,6,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6
5/15/2022,2,0.0,8,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,8
5/16/2022,7,2.142857143,15,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,15
5/17/2022,3,2.428571429,18,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,18
5/18/2022,2,2.0,20,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,20
5/19/2022,3,2.428571429,23,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23
5/20/2022,0,2.428571429,23,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23
5/21/2022,1,2.571428571,24,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24
5/22/2022,1,2.428571429,25,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25
5/23/2022,3,1.857142857,28,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28
5/24/2022,4,2.0,32,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,32
5/25/2022,2,2.0,34,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,34
5/26/2022,2,1.857142857,36,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,36
5/27/2022,4,2.428571429,40,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,40
5/28/2022,0,2.285714286,40,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,40
5/29/2022,6,3.0,46,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,46
5/30/2022,7,3.571428571,53,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,53
5/31/2022,6,3.857142857,59,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,59
6/1/2022,9,4.857142857,68,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,68
6/2/2022,13,6.428571429,81,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,81
6/3/2022,7,6.857142857,88,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,88
6/4/2022,5,7.571428571,93,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,93
6/5/2022,6,7.571428571,99,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,99
6/6/2022,20,9.428571429,119,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,119
6/7/2022,19,11.28571429,138,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,138
6/8/2022,12,11.71428571,150,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,150
6/9/2022,6,10.71428571,156,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,156
6/10/2022,24,13.14285714,180,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,180
6/11/2022,11,14.0,191,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,191
6/12/2022,27,17.0,218,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,218
6/13/2022,24,17.57142857,242,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,242
6/14/2022,26,18.57142857,268,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,268
6/15/2022,34,21.71428571,302,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,302
6/16/2022,26,24.57142857,328,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,328
6/17/2022,33,25.85714286,361,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,361
6/18/2022,26,28.0,387,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,387
6/19/2022,36,29.28571429,423,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,423
6/20/2022,42,31.85714286,465,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,465
6/21/2022,43,34.28571429,508,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,508
6/22/2022,62,38.28571429,570,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,570
6/23/2022,55,42.42857143,625,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,625
6/24/2022,49,44.71428571,674,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,674
6/25/2022,55,48.85714286,729,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,729
6/26/2022,66,53.14285714,795,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,795
6/27/2022,95,60.71428571,890,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,890
6/28/2022,90,67.42857143,980,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,980
6/29/2022,78,69.71428571,1058,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1058
6/30/2022,112,77.85714286,1170,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1170
7/1/2022,136,90.28571429,1306,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1306
7/2/2022,122,99.85714286,1428,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1428
7/3/2022,133,109.4285714,1561,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1561
7/4/2022,161,118.8571429,1722,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1722
7/5/2022,183,132.1428571,1905,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,1905
7/6/2022,178,146.4285714,2083,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,2083
7/7/2022,183,156.5714286,2266,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,2266
7/8/2022,243,171.8571429,2509,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,2509
7/9/2022,192,181.8571429,2701,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,2701
7/10/2022,219,194.1428571,2920,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,2920
7/11/2022,346,220.5714286,3266,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,3266
7/12/2022,237,228.2857143,3503,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,3503
7/13/2022,273,241.8571429,3776,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,3776
7/14/2022,299,258.4285714,4075,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,4075
7/15/2022,350,273.7142857,4425,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,4425
7/16/2022,254,282.5714286,4679,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,4679
7/17/2022,249,286.8571429,4928,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,4928
7/18/2022,406,295.4285714,5334,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,5334
7/19/2022,325,308.0,5659,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,5659
7/20/2022,369,321.7142857,6028,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6028
7/21/2022,335,326.8571429,6363,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6363
7/22/2022,362,328.5714286,6725,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,6725
7/23/2022,300,335.1428571,7025,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,7025
7/24/2022,323,345.7142857,7348,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,7348
7/25/2022,531,363.5714286,7879,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,7879
7/26/2022,396,373.7142857,8275,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,8275
7/27/2022,463,387.1428571,8738,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,8738
7/28/2022,436,401.5714286,9174,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,9174
7/29/2022,454,414.7142857,9628,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,9628
7/30/2022,360,423.2857143,9988,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,9988
7/31/2022,353,427.5714286,10341,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,10341
8/1/2022,638,442.8571429,10979,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,10979
8/2/2022,487,455.8571429,11466,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,11466
8/3/2022,457,455.0,11923,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,11923
8/4/2022,435,454.8571429,12358,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,12358
8/5/2022,483,459.0,12841,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,12841
8/6/2022,356,458.4285714,13197,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,13197
8/7/2022,330,455.1428571,13527,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,13527
8/8/2022,531,439.8571429,14058,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,14058
8/9/2022,427,431.2857143,14485,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,14485
8/10/2022,470,433.1428571,14955,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,14955
8/11/2022,393,427.1428571,15348,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,15348
8/12/2022,411,416.8571429,15759,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,15759
8/13/2022,335,413.8571429,16094,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,16094
8/14/2022,302,409.8571429,16396,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,16396
8/15/2022,509,406.7142857,16905,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,16905
8/16/2022,340,394.2857143,17245,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,17245
8/17/2022,336,375.1428571,17581,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,17581
8/18/2022,392,375.0,17973,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,17973
8/19/2022,400,373.4285714,18373,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,18373
8/20/2022,311,370.0,18684,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,18684
8/21/2022,259,363.8571429,18943,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,18943
8/22/2022,387,346.4285714,19330,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,19330
8/23/2022,372,351.0,19702,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,19702
8/24/2022,302,346.1428571,20004,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,20004
8/25/2022,322,336.1428571,20326,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,20326
8/26/2022,307,322.8571429,20633,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,20633
8/27/2022,215,309.1428571,20848,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,20848
8/28/2022,224,304.1428571,21072,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,21072
8/29/2022,350,298.8571429,21422,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,21422
8/30/2022,279,285.5714286,21701,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,21701
8/31/2022,222,274.1428571,21923,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,21923
9/1/2022,334,275.8571429,22257,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,22257
9/2/2022,276,271.4285714,22533,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,22533
9/3/2022,182,266.7142857,22715,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,22715
9/4/2022,157,257.1428571,22872,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,22872
9/5/2022,231,240.1428571,23103,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23103
9/6/2022,319,245.8571429,23422,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23422
9/7/2022,227,246.5714286,23649,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23649
9/8/2022,235,232.4285714,23884,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,23884
9/9/2022,212,223.2857143,24096,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24096
9/10/2022,162,220.4285714,24258,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24258
9/11/2022,104,212.8571429,24362,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24362
9/12/2022,229,212.5714286,24591,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24591
9/13/2022,206,196.4285714,24797,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24797
9/14/2022,174,188.8571429,24971,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,24971
9/15/2022,175,180.2857143,25146,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25146
9/16/2022,166,173.7142857,25312,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25312
9/17/2022,125,168.4285714,25437,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25437
9/18/2022,112,169.5714286,25549,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25549
9/19/2022,183,163.0,25732,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25732
9/20/2022,170,157.8571429,25902,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,25902
9/21/2022,133,152.0,26035,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26035
9/22/2022,142,147.2857143,26177,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26177
9/23/2022,126,141.5714286,26303,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26303
9/24/2022,79,135.0,26382,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26382
9/25/2022,83,130.8571429,26465,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26465
9/26/2022,153,126.5714286,26618,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26618
9/27/2022,112,118.2857143,26730,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26730
9/28/2022,99,113.4285714,26829,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26829
9/29/2022,111,109.0,26940,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,26940
9/30/2022,104,105.8571429,27044,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27044
10/1/2022,83,106.4285714,27127,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27127
10/2/2022,58,102.8571429,27185,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27185
10/3/2022,105,96.0,27290,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27290
10/4/2022,83,91.85714286,27373,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27373
10/5/2022,89,90.42857143,27462,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27462
10/6/2022,109,90.14285714,27571,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27571
10/7/2022,83,87.14285714,27654,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27654
10/8/2022,55,83.14285714,27709,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27709
10/9/2022,71,85.0,27780,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27780
10/10/2022,77,81.0,27857,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27857
10/11/2022,81,80.71428571,27938,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,27938
10/12/2022,71,78.14285714,28009,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28009
10/13/2022,65,71.85714286,28074,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28074
10/14/2022,76,70.85714286,28150,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28150
10/15/2022,49,70.0,28199,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28199
10/16/2022,46,66.42857143,28245,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28245
10/17/2022,66,64.85714286,28311,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28311
10/18/2022,54,61.0,28365,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28365
10/19/2022,47,57.57142857,28412,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28412
10/20/2022,64,57.42857143,28476,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28476
10/21/2022,55,54.42857143,28531,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28531
10/22/2022,36,52.57142857,28567,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28567
10/23/2022,27,49.85714286,28594,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28594
10/24/2022,60,49.0,28654,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28654
10/25/2022,42,47.28571429,28696,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28696
10/26/2022,48,47.42857143,28744,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28744
10/27/2022,54,46.0,28798,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28798
10/28/2022,46,44.71428571,28844,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28844
10/29/2022,27,43.42857143,28871,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28871
10/30/2022,26,43.28571429,28897,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28897
10/31/2022,47,41.42857143,28944,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28944
11/1/2022,37,40.71428571,28981,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,28981
11/2/2022,37,39.14285714,29018,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29018
11/3/2022,43,37.57142857,29061,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29061
11/4/2022,33,35.71428571,29094,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29094
11/5/2022,28,35.85714286,29122,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29122
11/6/2022,29,36.28571429,29151,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29151
11/7/2022,43,35.71428571,29194,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29194
11/8/2022,27,34.28571429,29221,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29221
11/9/2022,32,33.57142857,29253,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29253
11/10/2022,26,31.14285714,29279,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29279
11/11/2022,30,30.71428571,29309,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29309
11/12/2022,15,28.85714286,29324,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29324
11/13/2022,23,28.0,29347,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29347
11/14/2022,43,28.0,29390,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29390
11/15/2022,18,26.71428571,29408,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29408
11/16/2022,23,25.42857143,29431,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29431
11/17/2022,13,23.57142857,29444,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29444
11/18/2022,30,23.57142857,29474,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29474
11/19/2022,19,24.14285714,29493,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29493
11/20/2022,19,23.57142857,29512,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29512
11/21/2022,24,20.85714286,29536,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29536
11/22/2022,18,20.85714286,29554,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29554
11/23/2022,16,19.85714286,29570,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29570
11/24/2022,18,20.57142857,29588,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29588
11/25/2022,13,18.14285714,29601,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29601
11/26/2022,15,17.57142857,29616,Data as Reported to CDC as of 29 Mar 2023 2:00 PM EDT,29616
