epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/17/2022,3,0.0,3,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3
5/18/2022,1,0.0,4,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,4
5/19/2022,2,0.0,6,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,6
5/20/2022,2,0.0,8,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,8
5/21/2022,1,0.0,9,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,9
5/22/2022,1,0.0,10,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,10
5/23/2022,3,1.857142857,13,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,13
5/24/2022,3,1.857142857,16,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,16
5/25/2022,5,2.428571429,21,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,21
5/26/2022,2,2.428571429,23,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,23
5/27/2022,5,2.857142857,28,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,28
5/28/2022,1,2.857142857,29,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,29
5/29/2022,3,3.142857143,32,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,32
5/30/2022,5,3.428571429,37,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,37
5/31/2022,6,3.857142857,43,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,43
6/1/2022,6,4.0,49,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,49
6/2/2022,10,5.142857143,59,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,59
6/3/2022,7,5.428571429,66,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,66
6/4/2022,3,5.714285714,69,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,69
6/5/2022,5,6.0,74,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,74
6/6/2022,12,7.0,86,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,86
6/7/2022,16,8.428571429,102,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,102
6/8/2022,8,8.714285714,110,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,110
6/9/2022,6,8.142857143,116,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,116
6/10/2022,20,10.0,136,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,136
6/11/2022,13,11.42857143,149,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,149
6/12/2022,17,13.14285714,166,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,166
6/13/2022,15,13.57142857,181,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,181
6/14/2022,23,14.57142857,204,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,204
6/15/2022,27,17.28571429,231,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,231
6/16/2022,22,19.57142857,253,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,253
6/17/2022,21,19.71428571,274,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,274
6/18/2022,21,20.85714286,295,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,295
6/19/2022,22,21.57142857,317,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,317
6/20/2022,24,22.85714286,341,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,341
6/21/2022,28,23.57142857,369,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,369
6/22/2022,40,25.42857143,409,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,409
6/23/2022,42,28.28571429,451,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,451
6/24/2022,42,31.28571429,493,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,493
6/25/2022,42,34.28571429,535,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,535
6/26/2022,41,37.0,576,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,576
6/27/2022,94,47.0,670,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,670
6/28/2022,79,54.28571429,749,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,749
6/29/2022,74,59.14285714,823,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,823
6/30/2022,98,67.14285714,921,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,921
7/1/2022,113,77.28571429,1034,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1034
7/2/2022,94,84.71428571,1128,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1128
7/3/2022,91,91.85714286,1219,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1219
7/4/2022,93,91.71428571,1312,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1312
7/5/2022,143,100.8571429,1455,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1455
7/6/2022,139,110.1428571,1594,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1594
7/7/2022,139,116.0,1733,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1733
7/8/2022,182,125.8571429,1915,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,1915
7/9/2022,121,129.7142857,2036,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,2036
7/10/2022,100,131.0,2136,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,2136
7/11/2022,269,156.1428571,2405,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,2405
7/12/2022,169,159.8571429,2574,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,2574
7/13/2022,241,174.4285714,2815,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,2815
7/14/2022,234,188.0,3049,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3049
7/15/2022,282,202.2857143,3331,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3331
7/16/2022,157,207.4285714,3488,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3488
7/17/2022,138,212.8571429,3626,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3626
7/18/2022,340,223.0,3966,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,3966
7/19/2022,310,243.1428571,4276,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,4276
7/20/2022,315,253.7142857,4591,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,4591
7/21/2022,296,262.5714286,4887,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,4887
7/22/2022,359,273.5714286,5246,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,5246
7/23/2022,181,277.0,5427,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,5427
7/24/2022,192,284.7142857,5619,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,5619
7/25/2022,587,320.0,6206,Data as Reported to CDC as of 05 Oct 2022 2:00 PM EDT,6206
