epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/10/2022,1,0.0,1,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,1
5/11/2022,1,0.0,2,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2
5/12/2022,2,0.0,4,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,4
5/13/2022,0,0.0,4,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,4
5/14/2022,0,0.0,4,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,4
5/15/2022,1,0.0,5,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,5
5/16/2022,4,1.285714286,9,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,9
5/17/2022,3,1.571428571,12,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,12
5/18/2022,1,1.571428571,13,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,13
5/19/2022,2,1.571428571,15,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,15
5/20/2022,1,1.714285714,16,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,16
5/21/2022,1,1.857142857,17,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,17
5/22/2022,1,1.857142857,18,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,18
5/23/2022,2,1.571428571,20,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,20
5/24/2022,3,1.571428571,23,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,23
5/25/2022,4,2.0,27,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,27
5/26/2022,1,1.857142857,28,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,28
5/27/2022,4,2.285714286,32,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,32
5/28/2022,0,2.142857143,32,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,32
5/29/2022,4,2.571428571,36,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,36
5/30/2022,5,3.0,41,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,41
5/31/2022,6,3.428571429,47,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,47
6/1/2022,6,3.714285714,53,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,53
6/2/2022,9,4.857142857,62,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,62
6/3/2022,6,5.142857143,68,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,68
6/4/2022,3,5.571428571,71,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,71
6/5/2022,5,5.714285714,76,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,76
6/6/2022,12,6.714285714,88,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,88
6/7/2022,17,8.285714286,105,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,105
6/8/2022,6,8.285714286,111,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,111
