epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/17/2022,3,0.0,3,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,3
5/18/2022,1,0.0,4,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,4
5/19/2022,2,0.0,6,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,6
5/20/2022,2,0.0,8,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,8
5/21/2022,1,0.0,9,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,9
5/22/2022,1,0.0,10,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,10
5/23/2022,2,1.714285714,12,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,12
5/24/2022,3,1.714285714,15,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,15
5/25/2022,5,2.285714286,20,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,20
5/26/2022,2,2.285714286,22,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,22
5/27/2022,3,2.428571429,25,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,25
5/28/2022,1,2.428571429,26,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,26
5/29/2022,3,2.714285714,29,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,29
5/30/2022,5,3.142857143,34,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,34
5/31/2022,6,3.571428571,40,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,40
6/1/2022,6,3.714285714,46,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,46
6/2/2022,9,4.714285714,55,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,55
6/3/2022,6,5.142857143,61,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,61
6/4/2022,3,5.428571429,64,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,64
6/5/2022,5,5.714285714,69,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,69
6/6/2022,13,6.857142857,82,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,82
6/7/2022,16,8.285714286,98,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,98
6/8/2022,6,8.285714286,104,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,104
6/9/2022,4,7.571428571,108,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,108
6/10/2022,20,9.571428571,128,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,128
6/11/2022,13,11.0,141,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,141
6/12/2022,17,12.71428571,158,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,158
6/13/2022,14,12.85714286,172,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,172
6/14/2022,23,13.85714286,195,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,195
6/15/2022,27,16.85714286,222,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,222
6/16/2022,21,19.28571429,243,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,243
6/17/2022,21,19.42857143,264,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,264
6/18/2022,21,20.57142857,285,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,285
6/19/2022,22,21.28571429,307,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,307
6/20/2022,23,22.57142857,330,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,330
6/21/2022,25,22.85714286,355,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,355
6/22/2022,39,24.57142857,394,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,394
6/23/2022,41,27.42857143,435,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,435
6/24/2022,42,30.42857143,477,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,477
6/25/2022,42,33.42857143,519,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,519
6/26/2022,39,35.85714286,558,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,558
6/27/2022,91,45.57142857,649,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,649
6/28/2022,75,52.71428571,724,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,724
6/29/2022,75,57.85714286,799,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,799
6/30/2022,92,65.14285714,891,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,891
7/1/2022,110,74.85714286,1001,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1001
7/2/2022,93,82.14285714,1094,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1094
7/3/2022,90,89.42857143,1184,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1184
7/4/2022,89,89.14285714,1273,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1273
7/5/2022,135,97.71428571,1408,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1408
7/6/2022,134,106.1428571,1542,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1542
7/7/2022,130,111.5714286,1672,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1672
7/8/2022,167,119.7142857,1839,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1839
7/9/2022,119,123.4285714,1958,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,1958
7/10/2022,100,124.8571429,2058,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,2058
7/11/2022,259,149.1428571,2317,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,2317
7/12/2022,168,153.8571429,2485,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,2485
7/13/2022,229,167.4285714,2714,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,2714
7/14/2022,225,181.0,2939,Data as Reported to CDC as of 28 Sep 2022 2:00 PM EDT,2939
